拉丁名,纬度-Latitude,经度 - Longitude
Sinacalia davidii,29.6033,102.073
Sinacalia tangutica,27.001833,100.177194
Sinoleontopodium lingianum,29,93.98
Sinosenecio euosmus,31.95,102.65
Sinosenecio fangianus,30.91,102.54
Sinosenecio oldhamianus,35.86,104.2
Sinosenecio rotundifolius,32.63,103.59
Sinosenecio rufus,31.95,102.65
Sinosenecio subrosulatus,29.914155,102.234618
Sinosenecio sungpanensis,32.98383,103.6691
Sonchella dentata,43.78333,116.51667
Sonchus asper,25.79,114.53
Sonchus oleraceus,22.78,113.59
Sonchus transcaspicus,26.901731,98.869207
Sonchus wightianus,25.7,100.117
Soroseris depressa,30.66667,93.66667
Soroseris erysimoides,30.055305,101.96483
Soroseris glomerata,28.889481,90.227172
Soroseris hookeriana,30.860464,102.681981
Soroseris trichocarpa,28.585833,99.837222
Soroseris umbrella,27.669958,99.90245
Stilpnolepis intricata,38.93,100.46
Symphyotrichum ciliatum,39.467607,75.986595
Syncalathium chrysocephalum,31.1094,96.8744
Syncalathium disciforme,30.055305,101.96483
Syncalathium kawaguchii,31.1661,97.3006
Syncalathium porphyreum,33.53,107.98
Syncalathium roseum,33.451683,99.44748
Syncalathium souliei,35.86,104.2
Synotis acuminata,38.72771,105.948911
Synotis alata,35.86,104.2
Synotis cappa,35.86,104.2
Synotis chingiana,25.6,110.58
Synotis erythropappa,35.86,104.2
Synotis glomerata,35.86,104.2
Synotis lucorum,27.42,101.5
Synotis muliensis,29.6008,102.068
Synotis saluenensis,35.86,104.2
Synotis setchuenensis,27.794275,98.586922
Synotis solidaginea,30.0067,93.0017
Synotis tetrantha,29.037008,100.298406
Synotis triligulata,35.86,104.2
Synotis xantholeuca,35.86,104.2
Synotis yakoensis,35.86,104.2
Synotis yui,35.86,104.2
Tanacetum atkinsonii,27.48,88.9
Tanacetum pulchrum,46.67,90.38
Tanacetum tatsienense var. tanacetopsis,0,0
Tanacetum tatsienense var. tatsienense,35.86,104.2
Taraxacum albiflos,39.06,113.61
Taraxacum apargiiforme,30.06,102.75
Taraxacum bicolor,29.65,91.12
Taraxacum brevirostre,24.580446,99.92854
Taraxacum centrasiaticum,39.333333,106.983333
Taraxacum dealbatum,30.05,101.96
Taraxacum dissectum,37.88,77.41
Taraxacum eriopodum,30.29,81.17
Taraxacum glabrum,39.06,113.61
Taraxacum goloskokovii,43.8,87.6
Taraxacum grypodon,29.85,95.76
Taraxacum ikonnikovii,40.64,116.58
Taraxacum lanigerum,27.177166,99.28717
Taraxacum lugubre,30,99
Taraxacum luridum,37.88,77.41
Taraxacum maurocarpum,28.5733,99.8117
Taraxacum minutilobum,36.21,79.3
Taraxacum mitalii,39.06,113.61
Taraxacum mongolicum,24.813781,113.184435
Taraxacum officinale,28.3,99.17
Taraxacum pingue,43.8,87.6
Taraxacum platypecidum,38.7,113.5
Taraxacum pseudominutilobum,36.21,79.3
Taraxacum qirae,39.06,113.61
Taraxacum sikkimense,33.205,97.4281
Taraxacum stanjukoviczii,37.12,79.92
Taraxacum stenoceras,33.99,102.07
Taraxacum subglaciale,39.06,113.61
Taraxacum tibetanum,29.7008,91.4303
Tephroseris kirilowii,36.63,101.17
Tephroseris rufa var. chaetocarpa,36.4,99.95
Tephroseris rufa var. rufa,38.79,113.43
Tephroseris stolonifera,29.22,102.35
Tragopogon gracilis,31.47,79.8
Tragopogon pratensis,44.6,82.88
Tragopogon songoricus,43.48,82.23
Tricholepis tibetica,24.761293,102.893023
Tripolium pannonicum,39.29,116.56
Tussilago farfara,27.3,99.8
Vernonia blanda,29.32,95.33
Vernonia cinerea,35.86,104.2
Vernonia esculenta,25.674263,104.255093
Vernonia extense,21.62,101.56
Vernonia forrestii,36.519977,103.891767
Vernonia saligna,24.93,105.84
Vernonia volkameriaefolia,35.86,104.2
Wollastonia montana,25.23,110.2
Xanthium strumarium,37.46,121.44
Xanthopappus subacaulis,32.95,94.37
Youngia atripappa,24.983333,112.833333
Youngia diversifolia,42.6,85.5
Youngia gracilipes,28.91,89.6
Youngia japonica,24.983333,112.833333
Youngia paleacea,31.82,108.62
Youngia racemifera,29.05,93.93
Youngia simulatrix,35.2617,98.9825
Youngia tenuicaulis,41.25,114.81
Youngia tenuifolia,44.32,85.61
Youngia wilsonii,29.523376,103.33726
Adoxa moschatellina,40.52,116.15
Sambucus adnata,27.930639,99.61512
Sambucus ebulus,28.67,97.47
Sambucus javanica,28.4,98.779722
Sambucus williamsii,30.11,118.91
Sinadoxa corydalifolia,32.2558,96.3258
Viburnum atrocyaneum,25.3922,102.72
Viburnum betulifolium,35.86,104.2
Viburnum brevitubum,31.331599,110.783719
Viburnum chinshanense,32.7,105.1
Viburnum congestum,29.85,100.36667
Viburnum cotinifolium,28.85,85.29
Viburnum cylindricum,35.86,104.2
Viburnum erubescens,35.86,104.2
Viburnum farreri,34.72,104.89
Viburnum foetidum,35.86,104.2
Viburnum glomeratum,26.876096,100.229945
Viburnum grandiflorum,29.9,94.87
Viburnum kansuense,35.86,104.2
Viburnum macrocephalum,28.433333,110.4
Viburnum mongolicum,41.25,114.81
Viburnum mullaha var. glabrescens,28.66,97.46
Viburnum mullaha var. mullaha,27.8669,98.3636
Viburnum nervosum,25.97374,98.6853
Viburnum oliganthum,35.86,104.2
Viburnum schensianum,33.38,111.95
Viburnum subalpinum,35.86,104.2
Abelia forrestii,26.850444,100.179889
Abelia parvifolia,31.43,103.05
Abelia umbellata,27.303223,105.288398
Dipelta elegans,33.26,104.23
Dipelta yunnanensis,27.129299,100.235176
Dipsacus asper,31.82,108.62
Dipsacus atratus,28,91.95
Dipsacus chinensis,28.66,97.46
Dipsacus japonicus,34.56,110.09
Leycesteria crocothyrsos,27.82308,99.706013
Leycesteria formosa,30.666667,101.733333
Leycesteria glaucophylla,29.32,95.33
Leycesteria gracilis,27.7428,98.6056
Leycesteria stipulata,35.86,104.2
Lonicera acuminata var. acuminata,25.532528,102.404938
Lonicera acuminata var. giraldii,25.60168,110.585686
Lonicera angustifolia var. angustifolia,28.85,85.29
Lonicera angustifolia var. myrtillus,35.86,104.2
Lonicera bournei,28.1147,98.3164
Lonicera caerulea,41.241126,125.241448
Lonicera calcarata,25.13,105.39
Lonicera chrysantha subsp. chrysantha,43.889,127.848
Lonicera chrysantha var. koehneana,0,0
Lonicera cyanocarpa,28.66,97.46
Lonicera ferdinandi,39.03,113.03
Lonicera fragrantissima var. fragrantissima,29.010101,114.412629
Lonicera glabrata var. glabrata,35.86,104.2
Lonicera glabrata var. hirticaulis,35.86,104.2
Lonicera harmsii,22.391288,106.817838
Lonicera hispida var. bracteata,29.914155,102.234618
Lonicera hispida var. chaetocarpa,30.368117,102.81464
Lonicera hispida var. hirsutior,31.43,103.17
Lonicera hispida var. hispida,29.914155,102.234618
Lonicera hispida var. setosa,29.914155,102.234618
Lonicera humilis,39.71,75.25
Lonicera hypoleuca,28.45,119.91
Lonicera kansuensis,32.637983,103.59895
Lonicera lanceolata var. glabra,30.91,116.2
Lonicera ligustrina var. yunnanensis,35.86,104.2
Lonicera litangensis,29.1239,99.9967
Lonicera maackii,34.36,110.53
Lonicera microphylla,41.75,79.5
Lonicera nervosa,36.07,103.75
Lonicera nigra,42.78,128.51
Lonicera reticulata,25.22845,113.217309
Lonicera retusa,30.91,102.54
Lonicera rupicola subsp. syringantha,28.115,98.3165
Lonicera rupicola var. minuta,33.1567,96.6483
Lonicera rupicola var. rupicola,28.36,87.76
Lonicera semenovii,37.77,75.22
Lonicera setifera,27.42,101.5
Lonicera simulatrix,39.72,75.25
Lonicera spinosa,33.38,79.73
Lonicera tangutica,35.86,104.2
Lonicera thibetica,30.055305,101.96483
Lonicera tomentella var. tomentella,35.86,104.2
Lonicera tomentella var. tsarongensis,35.86,104.2
Lonicera trichosantha var. deflexicalyx,26.876096,100.229945
Lonicera trichosantha var. trichosantha,30.055305,101.96483
Lonicera webbiana,0,0
Morina alba,28.66,97.46
Morina chinensis,30.055305,101.96483
Morina chlorantha,32.77,96.67
Morina kokonorica,29.7014,92.2153
Morina nepalensis subsp. delavayi,0,0
Morina nepalensis subsp. nepalensis,27.129162,100.23555
Nardostachys grandiflora,28.55,85.3
Nardostachys jatamansi,27.624146,99.642616
Patrinia heterophylla,36.519977,103.891767
Patrinia intermedia,43.42,83.26
Patrinia monandra,35.846944,116.939444
Patrinia rupestris,41.4,128.183333
Patrinia scabiosifolia,26.466667,111.316667
Patrinia speciosa,0,0
Pterocephalus bretschneideri,29.08,93.08
Pterocephalus hookeri,30.055305,101.96483
Scabiosa ochroleuca,43.15,81.12
Triosteum himalayanum,27.448076,99.822868
Triosteum pinnatifidum,0,0
Triplostegia glandulifera,35.86,104.2
Triplostegia grandiflora,29.03,93.93
Valeriana barbulata,35.86,104.2
Valeriana cymbocarpa,43.899,88.121
Valeriana daphniflora,27.4,102.17
Valeriana fedtschenkoi,43.870518,85.566173
Valeriana flaccidissima,31.331599,110.783718
Valeriana flagellifera,36.92,101.68
Valeriana hardwickii,25.9556,98.7383
Valeriana hengduanensis,27.928607,101.279419
Valeriana hiemalis,31.9,102.22
Valeriana hirticalyx,0,0
Valeriana jatamansi,35.86,104.2
Valeriana meonantha,35.52,102.02
Valeriana minutiflora,28.66,97.46
Valeriana officinalis,31.54,110.45
Valeriana sichuanica,27.92,101.27
Valeriana stenoptera,28.48611,98.911543
Valeriana tangutica,44.326389,85.619416
Weigela florida,47.072789,124.054992
Zabelia dielsii,0,0
Zabelia triflora,28.66667,98.25
Pittosporum angustilimbum,29.914155,102.234618
Pittosporum brevicalyx,29.85,95.76
Pittosporum heterophyllum,29.914155,102.234618
Pittosporum johnstonianum,23.763342,98.82524
Pittosporum napaulense,35.86,104.2
Pittosporum podocarpum,27.06032,110.575848
Pittosporum saxicola,31.084,103.267
Pittosporum truncatum,31.82,108.62
Acanthopanax gracilistylus,35.86,104.2
Aralia apioides,35.86,104.2
Aralia atropurpurea,26.876096,100.229945
Aralia caesia var. pubescens,27.82308,99.706013
Aralia chinensis,19.200505,109.74159
Aralia fargesii,25.5167,100.2
Aralia tibetana,30.055305,101.96483
Brassaiopsis ciliata,29.49,103.39
Brassaiopsis fatsioides,24.7905,97.6755
Brassaiopsis glomerulata,35.86,104.2
Brassaiopsis hainla,24.9583,98.7344
Brassaiopsis hispida,24.392902,106.633387
Brassaiopsis liana,24.7905,97.6755
Brassaiopsis shweliensis,29.32,95.33
Brassaiopsis simplicifolia,29.32,95.33
Brassaiopsis tibetana,24.7905,97.6755
Dendropanax burmanicus,35.86,104.2
Eleutherococcus cissifolius,26.9,98.85
Eleutherococcus giraldii,31.95,102.65
Eleutherococcus henryi,30.08,102.05
Eleutherococcus henryi var. henryi,30.08,102.05
Eleutherococcus lasiogyne,30.1351,95.0181
Eleutherococcus senticosus,43.7,127.139
Eleutherococcus trifoliatus,29.9894,94.8653
Eleutherococcus verticillatus,0,0
Eleutherococcus wilsonii var. pilosulus,35.555814,106.046122
Eleutherococcus wilsonii var. wilsonii,32.0803,97.02
Gamblea ciliata var. ciliata,23.363,104.250727
Gamblea ciliata var. evodiifolia,27.82308,99.706013
Hedera nepalensis var. nepalensis,25.9556,98.7383
Hedera nepalensis var. sinensis,25.9556,98.7383
Macropanax dispermus,28.66,97.46
Macropanax undulatus,27.7431,98.3469
Merrilliopanax alpinus,29.63,94.36
Merrilliopanax listeri,35.86,104.2
Metapanax davidii,28.0658,98.59
Metapanax delavayi,27.9839,98.6614
Panax japonicus var. bipinnatifidus,0,0
Panax japonicus var. japonicus,26.43,110.85
Panax japonicus var. major,27.48,88.9
Panax notoginseng,24.7,117.31
Pentapanax caesius,29,101.5
Pentapanax fragrans var. fragrans,27.18494,98.720062
Pentapanax henryi,35.86,104.2
Pentapanax leschenaultii var. leschenaultii,28.85,85.29
Pentapanax leschenaultii var. umbellatus,28.85,85.29
Pentapanax leschenaultii var. villosus,27.48,88.9
Pentapanax parasiticus var. khasianus,25.35,103.03
Pentapanax parasiticus var. parasiticus,29.32,95.33
Pentapanax racemosus,35.86,104.2
Pentapanax wilsonii,29.523376,103.33726
Schefflera chinensis,35.86,104.2
Schefflera elliptica,28.66,97.46
Schefflera glabrescens,35.86,104.2
Schefflera heptaphylla,23.34,113.74
Schefflera hoi,24.615701,100.709786
Schefflera khasiana,29.32,95.33
Schefflera leucantha,22.76,107.11
Schefflera minutistellata,24.8308,98.7678
Schefflera multinervia,35.86,104.2
Schefflera rhododendrifolia,28.66,97.46
Schefflera wardii,30.0087,94.9578
Trevesia palmata,21.981682,108.653798
Tupidanthus calyptratus,24.02,117.72
Acronema alpinum,29.15,92.58
Acronema astrantiifolium,28.93,99.79
Acronema brevipedicellatum,28.932073,99.79929
Acronema chienii var. chienii,31.899166,102.222451
Acronema chinense var. chinense,32.58333,103.83333
Acronema chinense var. humile,29.32,95.33
Acronema commutatum,35.86,104.2
Acronema forrestii,30.53333,101.98333
Acronema gracile,28.85,85.29
Acronema graminifolium,32.075,97.0386
Acronema handelii,27.82308,99.706013
Acronema hookeri,32.15,97.045
Acronema johrianum,31.49,98.21
Acronema minus,27.761667,98.450556
Acronema muscicola,35.86,104.2
Acronema nervosum,32.2558,96.3258
Acronema paniculatum,29.88,93.24
Acronema schneideri,24.25111,101.865
Acronema sichuanense,32.77,96.67
Acronema tenerum,29.85,95.76
Acronema xizangense,29.215697,94.213461
Aegopodium henryi,29.39,110.16
Angelica apaensis,26.088547,103.176727
Angelica balangshanensis,31.084,103.267
Angelica kangdingensis,30.055305,101.96483
Angelica laxifoliata,33.524483,107.990638
Angelica likiangensis,27.12,100.22
Angelica longipedicellata,30.368117,102.81464
Angelica maowenensis,31.316389,102.000556
Angelica nitida,35.84,104.11
Angelica omeiensis,29.49,103.39
Angelica oncosepala,24.706769,102.928677
Angelica paeoniifolia,29.04,93.07
Angelica pinnatiloba,32.637983,103.59895
Angelica pseudoselinum,29.22787,102.359458
Angelica sinensis var. sinensis,30.98,112.25583
Angelica sinensis var. wilsonii,30.98,112.25583
Angelica songpanensis,32.637983,103.59895
Angelica ternata,38.73,75.05
Anthriscus sylvestris subsp. nemorosa,25.77,100.02
Archangelica brevicaulis,43.79,87.63
Arcuatopterus linearifolius,25.827253,100.575146
Arcuatopterus sikkimensis,30.8503,101.277
Arcuatopterus thalictrioideus,29.914155,102.234618
Bupleurum alatum,0,0
Bupleurum angustissimum,40.05,113.22
Bupleurum boissieuanum,31.824099,108.629497
Bupleurum candollei,28.66,97.46
Bupleurum chaishoui,29.000343,101.507299
Bupleurum commelynoideum var. commelynoideum,32.75,97.35
Bupleurum commelynoideum var. flaviflorum,30.05,96.91
Bupleurum condensatum,35.254167,100.805278
Bupleurum dalhousieanum,28.66,97.46
Bupleurum densiflorum,42.32,86.38
Bupleurum gracillimum,28.37,90.8
Bupleurum hamiltonii var. hamiltonii,26.56023,100.17643
Bupleurum hamiltonii var. humile,26.56023,100.17643
Bupleurum longicaule var. amplexicaule,35.86,104.2
Bupleurum longicaule var. franchetii,31.37,109.62
Bupleurum longicaule var. giraldii,33.52,107.99
Bupleurum longicaule var. longicaule,35.86,104.2
Bupleurum longicaule var. strictum,27.42,101.5
Bupleurum malconense,35.69,105.05
Bupleurum marginatum var. marginatum,29.65,91.12
Bupleurum marginatum var. stenophyllum,29.65,91.12
Bupleurum microcephalum,32.63,103.59
Bupleurum petiolulatum var. petiolulatum,32.2861,96.5056
Bupleurum petiolulatum var. tenerum,28.85,85.29
Bupleurum pusillum,38.14,85.52
Bupleurum rockii,30,94.9
Bupleurum smithii var. parvifolium,32.95,94.37
Bupleurum smithii var. smithii,32.1383,96.5675
Bupleurum triradiatum,28.65694,98.93333
Bupleurum wenchuanense,30.911944,102.546111
Bupleurum yinchowense,35.84,104.11
Bupleurum yunnanense,0,0
Carum buriaticum,33,97.1
Carum carvi f. carvi,27.82308,99.706013
Carum carvi f. gracile,27.82308,99.706013
Centella asiatica,25.07,102.68
Chaerophyllopsis huai,28.66,97.46
Chaerophyllum villosum,35.86,104.2
Chamaesium delavayi,26.56023,100.17643
Chamaesium novemjugum,29.58333,94.71667
Chamaesium paradoxum,29.85,102.25
Chamaesium thalictrifolium,32.75,103.83333
Chamaesium viridiflorum,30.41667,101.83333
Cicuta virosa,38.28,109.73
Cnidium monnieri,25.133406,105.399807
Cortia depressa,29.68,89.09
Cortiella caespitosa,32.05,118.79
Cortiella cortioides,27.48,88.9
Cortiella hookeri,29.22,91.77
Cryptotaenia japonica,26.293056,110.789167
Cyclorhiza peucedanifolia,26.876096,100.229945
Cyclorhiza waltonii,31.5119,100.696
Daucus carota,35.97,110.84
Dickinsia hydrocotyloides,35.86,104.2
Eriocycla nuda var. nuda,28.65,87.12
Eriocycla nuda var. purpurascens,28.65,87.12
Ferula hexiensis,0,0
Ferula jaeschkeana,31.48,79.8
Ferula kingdon-wardii,26.876096,100.229945
Ferula olivacea,28.8675,99.245833
Haplosphaera himalayensis,29.05,93.95
Haplosphaera phaea,28.48611,98.911543
Harrysmithia franchetii,26.41795,103.297362
Harrysmithia heterophylla,36.519977,103.891767
Heracleum bivittatum,35.86,104.2
Heracleum candicans var. candicans,27.900736,99.637726
Heracleum candicans var. obtusifolium,28.328636,103.132181
Heracleum forrestii,29.037008,100.298406
Heracleum franchetii,35.773359,96.04683
Heracleum hemsleyanum,29.39,110.16
Heracleum henryi,35.86,104.2
Heracleum kingdonii,0,0
Heracleum likiangense,31.13,97.18
Heracleum millefolium var. longilobum,31.905842,102.206261
Heracleum millefolium var. millefolium,35.773359,96.04683
Heracleum moellendorffii var. moellendorffii,42.786504,128.514493
Heracleum moellendorffii var. subbipinnatum,42.786504,128.514493
Heracleum nepalense,28.7203,87.2108
Heracleum nyalamense,28.17,85.98
Heracleum oreocharis,35.86,104.2
Heracleum rapula,36.41,99.96
Heracleum scabridum,26.876096,100.229945
Heracleum souliei,0,0
Heracleum stenopterum,27.92,101.27
Heracleum subtomentellum,26.876096,100.229945
Heracleum vicinum,32.07,108.03
Heracleum yungningense,0,0
Heracleum yunnanense,24.6,100.53333
Hydrocotyle himalaica,35.86,104.2
Hydrocotyle hookeri subsp. chinensis,0,0
Hydrocotyle hookeri subsp. hookeri,29.32,95.33
Hydrocotyle nepalensis,31.556782,110.828288
Hydrocotyle salwinica,29.32,95.33
Hydrocotyle sibthorpioides,25.13,115.39
Hydrocotyle wilsonii,30.6,109.72
Libanotis buchtormensis,32.061655,102.990174
Libanotis depressa,32.775621,96.67737
Ligusticum acuminatum,35.86,104.2
Ligusticum angelicifolium,31.08,103.26
Ligusticum brachylobum,35.86,104.2
Ligusticum capillaceum,27.42,101.5
Ligusticum daucoides,28.66,97.46
Ligusticum delavayi,29.14,92.59
Ligusticum francheti,27.740736,98.66582
Ligusticum glaucifolium,36.519977,103.891767
Ligusticum gyirongense,28.85,85.29
Ligusticum hispidum,25.827253,100.575146
Ligusticum involucratum,26.876096,100.229945
Ligusticum kingdon-wardii,29.08,93.08
Ligusticum levistifolium,35.86,104.2
Ligusticum likiangense,26.876096,100.229945
Ligusticum littledalei,30.32,90.58
Ligusticum moniliforme,35.52,102.02
Ligusticum multivittatum,27.177166,99.28717
Ligusticum nematophyllum,32.637983,103.59895
Ligusticum oliverianum,35.86,104.2
Ligusticum pteridophyllum,22.983563,103.687613
Ligusticum rechingerianum,26.876096,100.229945
Ligusticum rockii,27.930143,99.615334
Ligusticum scapiforme,30.47,91.09
Ligusticum sikiangense,30.1469,101.86
Ligusticum sinense var. sinense,35.86,104.2
Ligusticum tenuisectum,31.370137,109.629918
Ligusticum thomsonii,32.95,94.37
Ligusticum yushuense,36.97,103.14
Meeboldia achilleifolia,29.63,94.36
Meeboldia yunnanensis,29.1031,99.6319
Nothosmyrnium japonicum,29.010101,114.412629
Nothosmyrnium xizangense var. simpliciorum,29.63,94.36
Nothosmyrnium xizangense var. xizangense,29.7547,91.9375
Notopterygium forrestii,36.519977,103.891767
Notopterygium franchetii,30.911944,102.546111
Notopterygium incisum,34.6489,100.611
Oenanthe hookeri,35.86,104.2
Oenanthe javanica subsp. javanica,24.81,98.83
Oenanthe javanica subsp. rosthornii,26.760139,98.887413
Oenanthe linearis subsp. linearis,35.86,104.2
Oenanthe linearis subsp. rivularis,35.86,104.2
Oenanthe thomsonii subsp. stenophylla,29.73797,103.231884
Oenanthe thomsonii subsp. thomsonii,24.805305,98.527725
Osmorhiza aristata var. aristata,28.66,97.46
Osmorhiza aristata var. laxa,28.66,97.46
Ostericum grosseserratum,41.4,128.183333
Ostericum maximowiczii var. alpinum,27.928607,101.279419
Ostericum scaberulum var. longiinvolucellatum,0,0
Ostericum scaberulum var. scaberulum,28.96,102.77
Pachypleurum lhasanum,29.99605,100.269814
Pachypleurum muliense,0,0
Pachypleurum nyalamense,0,0
Pachypleurum xizangense,0,0
Peucedanum angelicoides,29.16,107.1
Peucedanum delavayi,0,0
Peucedanum falcaria,39.98,117.07
Peucedanum franchetii,26.876096,100.229945
Peucedanum macilentum,29.85,95.76
Peucedanum nanum,29.13,92.57
